Poem,Author
"['The costs of the spirit - mind cries', ' and logic, - you are still good,', ' when again whitish winter', ' wandering in the silent soul fields.', 'What if I think a,', ' Why look it closely vosled.', ' At this time, in December anticipated', ' its February thaws light.', 'What are we coming cold.', ' But, warmed by prescription, we', ' do not remember, as the city descends', ' on painful breaths of winter.', 'Manic field and malicious!', ' Insane and infinite silence gee.', ' That is not peace, the dark land', ' otherwise shape reminds.', 'Any horror in this whiteness.', ' And I see, that life is a challenge', ' dishonor, fallen outside', ' this unconscious intimacy.']",Brodsky
"['Mart outcomes. glad tidings:', ' day lengthened. it seems, a third.', ' The eye feels, thing that is required,', ' which is biased to consider.', ' Take the back of some chair.', ' Signs of it are briefly:', ' sandwiched between the invisible, but sculls', ' space (that is a form of tatarvy),', ' it is something like a meter in height', ' to forty centimeters in width', ' and made, like a tree in the garden,', ' of the total (as it was considered in ancient times)', ' brown substance. What is dry', ' camouflage rejoice in the kingdom of the Spirit.', 'Thing, being placed, how Ash -', ' Two-O, into space, preziraya risk,', ' eager to oust space; but your', ' Eye on the floor does not see splashing', "" space. Chair, that's your napoleon,"", ' flaunts today, where yesterday.', ' What would be here, if not he?', ' air only. This air b wound', ' dust. I would not look at delayed', ' speck, but, wandering through the wall,', ' he would have soon reached the window;', ' reaching, I rushed to the outside,', ' where there are no things, where there is space, but', ' you repressed it looks.', 'On the soft brushing sign in profile', ' and ""eight"", but square, from the front,', ' he stands in the center of the room, so naked,', ' that much attracts the eye.', ' But it is - only the air. Between the legs', ' (brown, what is important - the four)', ' air only. That is, give him a kick,', ' Throw all to yourself - how about a wall peas.', ' air only. You covered horror.', ' you have to, in fact, one:', ' leaping, it jerked to turn.', ' but the maximum, that is exposed - bottom.', ' Plywood. nails. dusty pins.', ' Product of your own nostrils.', 'Thursday. Today the chair was out of work.', ' He has not moved. A step.', ' No it is not sitting today,', ' I am not moved, I do not immediately jump jacket.', ' Space, exactly drizzle - bee,', ' thing, enjoy the way stopped', ' owner, prevraschaet evening', ' (if only temporarily) brown crystal.', ' Chair straining his entire silhouette.', ' Heat; clock shows six.', ' It looks as though it is not,', ' whereas it is in reality!', ' But what if a little sacrifice, yesterday', ' from tomorrow featuring, evening.', 'The matter arose out of the struggle,', ' As can be seen legends of antiquity.', ' The world was created for furniture, in order', ' creator could look the part', ' on anything, recognize him strangers,', ' ignore the issue', ' of authenticity. named mode', ' matter does not promise roses,', ' but nails. However, if not nail,', ' all would have immediately collapsed, as it is,', ' reiki, crossbeam. your guest', ' could not, if desired, take a seat.', ' Composed of parts, everywhere', ' thing kept up on a nail.', 'The chair consists of a sense of emptiness', ' plus dyed matter; for what', ' Adding, simple proportions that', ' as a thousand-to-one relationship.', ' What we know about the chair, okromya,', ' Togo, what was said in the heat', ' polemic? - that all four', ' he stands, exactly your table, semi?', ' But so is the plane, cutting the breast.', ' A chair takes your vertical.', ' The chair can stand, to screw a light bulb,', ' chair. But never the other way around.', ' AND, down pollen, twisted stalk', ' suddenly illuminate the rest of the furniture.', 'Sunday afternoon. room goals.', ' It only chair. Your chair will survive', ' you, your perfect body,', ' their tight-fitting Cheviot.', ' He did not fall by the stroke of an ax,', ' and the flame of your chair will not surprise.', ' From the stormy waves under the cries of ""Hurray!""', ' He jumps out quicker, than fish.', ' It will surpass the use of the anthem,', ' tongue, universe view, mattress.', ' rickety, it will be replaced by another,', ' and the difference does not detect eye.', ' Then that - voice vesch, rather than sinister -', ' Konecny \u200b\u200bmatter. But not a thing.']",Brodsky
"['It happened on a hard thing to attack:', ' if the extra days of the dial to fall', ' belched ago, fed up eyebrows', ' big future to count to one hundred.', ' And around the solid things other people her', ' stood Caudle, Bazaar ""Rzhavey live»', ' and “give the sand, to limp into the coffin,', ' if you are of bone or stone, mother”.', ' responsible thing, the letters set:', ' “Not me Zamay, extra days crowd!', ' Drin bend lead or tin roof –', ' not his hand under black skirt climb.', ' And the stone-bone, nail my beauty –', ' he misses you and Mesozoic, dogs:', ' from him in ages long furrow,', ' than you to eternal life with the censer in it”.']",Brodsky
"['Magi forget your address.', ' It will not be the stars above your head.', ' And only the wind howling husky', ' rasslyshit you, as of old.', ' You work off the shadow of a tired shoulder,', ' blowing out a candle, before you go to the.', ' As more days, than candles,', ' promises us Calendar.', 'What is it? sorrow? maybe, sorrow.', ' tune, familiar heart.', ' he repeated. Let it go.', ' Let happen again.', ' Let it sounds and in the hour of death,', ' as gratitude mouth and eyes', ' ago, that makes us', ' sometimes looking into the distance.', 'And in silence staring at the ceiling,', ' because obviously empty stockings,', ' understand, that greed - only bail', ' Togo, I was too old.', ' That later believe miracles.', ' And raising his eyes to heaven,', ' you suddenly feel, that he', ' sincere gift.']",Brodsky
"['The stroller - if only a shadow', ' really able to sit in a stroller', ' (especially on a rainy day),', ' and if a ghost shaking moves,', ' and if the harness horse does not tear –', ' a wheelchair, under the umbrella, topless,', ' we silently perched and forth', ' Pitch quarter of Kenigsberg.', 'Rain stings stones, leaves, wave edge.', ' teasing tongue, mutters vaguely river,', ' whose stunned fish forever,', ' a bridge railing look down down, as if', ' abandoned here by the blast', ' (though he did not leave the tide mark).', ' Glitters steel chain mail golavel.', ' The trees that whisper something in German.', 'Surrender to the driver your sverhzorky Zeiss.', ' Let him turn from the side of tram rails.', ' Can it be true, and he does not hear back ringing?', ' Tram runs in its one-millionth flight,', ' ringing loud and, when overtaking,', ' covers the sonorous sound of horseshoes!', ' AND, leaning - like a mirror - from the hills', ' look at the ruins of the carriage window.', 'Tremble timidly grass petals.', ' atlantes, haloes, Dove, Dove,', ' acanthus, nymphs, cupids, lions', ' shyly hiding behind a stumps.', ' I would not wish himself a Narcissus', ' the mirrored surface of a traveling frame,', ' where passengers gathered wall,', ' dared to take the time amalgam.', 'the early. Twilight. Pulls vapor from the river.', ' Around the urn danced in the wind butts.', ' And the young archaeologist shards', ' poured into the hood spotted jacket.', ' drizzling rain. Without opening his mouth,', ' among the plains, powdered rubble,', ' among the ruins of a modest large bust', ' Suvorov you look with embarrassment.', 'Feast… bombers feast ceased.', ' With portals March washes away flakes of soot.', ' So here, there sticking tails crackers,', ' are, forever petrified, plumes.', ' And if here to scratch (As for me,', ' broken house, as a barn in the needles),', ' it is possible to find happiness quite', ' a quaternary shroud fragments.', 'Acer releases first adhesive sheet.', ' The council heard the whistle of the sawmill.', ' And cough rooks in a deserted park.', ' benches get wet. And all eyes', ' from behind the fence goat looks into the distance,', ' where the green budded on manor.', 'Spring looks through the windows on', ' and finds himself, of course, at once.', ' And then fate gives view', ' everything, that is inaccessible to the eye.', ' And life is raging on both sides of the wall,', ' devoid of facial features and granite;', ' looking forward, because there is no back.', ' Although the shadows in the bushes packed full.', ""But if you're not a ghost, if you are"", ' living flesh, Take a lesson from nature', ' and, is copied sheets in a landscape,', ' his heart seek another structure.', ' Throw Bricks, Drop cement, granite,', ' broken to pieces - and by whom!  - winged screw,', ' for the first time giving it the same look,', ' Now how do you remember the school atom.', 'And now let your feelings between failure', ' begin to gape. And let the languid sadness for', ' raging fear and, let us say, evil tree.', ' Save the heart and walls of the atomic age,', ' when the rock - and she trembles, as a pole,', ' You can only hold them the same force', ' and communication of that, which threatens them with death.', ' And you shiver, having heard the cry: ""sweet!»', 'Or compare with the example in eye', ' love and passion, and - through pain - languor.', ' so astronaut, while flying to Mars,', ' wants to be closer to home.', ' But please, and, that is far from the hands,', ' shoots to the brain, when taken aback by miles,', ' nimble mouth: because the sky separations', ' Enduring ceiling shelters.', 'Chick, an outdated, chik-chik - Look up', ' and by virtue of sadness, or rather, habits', ' see in thin rods Kenigsberg.', ' And why had not called bird', ' Caucasus, Rome, Konigsberg, but?', ' When all around - just the bricks and rubble,', ' no items, and only have words.', ' But there is no word. And distributed twitter.', 'And you forgive my awkwardness words.', ' Now one of them in the starling damage.', ' But it will catch up: Chick, I love you!', "" AND, may be, outstrip: I'm dying!"", ' Notebook and Zeiss in a big bag of hide.', ' Dry the spin rotation to the vane', ' Gather and umbrella, like wings - rook.', ' And only the handle will give the tail fowl.', 'Traces - in pieces… horse which?.. horseshoe', ' I do not hear the sound of… winding there, in the ruins,', ' stroller roll between empty hills…', ' He moves down with them down somewhere… two long', ' breast-bands for it… And now - in the sand traces', ' big wheels. Rustling the bushes in ambush…', 'And Sea, combs whose features are', ' of the landscape, that stayed behind,', ' run to meet. And as if the news,', ' the good news, here, to the earthly border,', ' entails shafts. And this similarity here', ' destroy them, caressing spokes.']",Brodsky
"['Baby, Maria, Joseph, reigns,', ' beast, camels, guides of their,', ' in sheepskin to toe shepherds giants', ' - everything was a set of toys from clay.', 'The studded sequins padded snow', ' burning fire. And touch foil', ' Star wants to thumb; actually, all', ' five - like a baby while in Bethlehem.', 'Then in Bethlehem it was the largest.', ' But clay pleased with foil over it', ' and wool, scattered about haphazardly,', ' play the role of, that out of sight is lost.', 'Now you have a huge, than all they. You', ' now with heights inaccessible to them', ' - midnight passersby through the window konurki –', ' from space you look at these figures.', 'There life goes on, as the century', ' Some decrease in volume, until', ' others grow - as it happened with you.', ' There struggling figures with snow pellets,', 'and the minor tries to chest.', ' And pulling squint, or - to step', ' in another galaxy, echoing in the wilderness', ' that shines - like the sand in Palestine.']",Brodsky
"['Snow hay zaporoshil', ' through the cracks in the ceiling.', ' I Kicked hay', ' and I met with moth.', ' Fotolog, Fotolog,', ' himself saved from death,', ' zabravshisy hay.', ' Survived, wintered.', 'I choose and looks,', ' as a ""bat"" chadit,', ' how brightly lit.', ' log wall.', ' Bringing it to face,', ' I see its pollen', ' clearer, than fire,', ' than his own hand.', 'Among the evening haze', "" we're all alone."", ' And my fingers are warm,', ' as the July Days.']",Brodsky
"[""\r\n                        Shall I compare thee to a summer's day?"", 'Thou art more lovely and more temperate:', 'Rough winds do shake the darling buds of May,', ""And summer's lease hath all too short a date:"", 'Sometime too hot the eye of heaven shines,', ""And often is his gold complexion dimm'd;"", 'And every fair from fair sometime declines,', ""By chance or nature's changing course untrimm'd;"", 'But thy eternal summer shall not fade', 'Nor lose possession of that fair thou owest;', ""Nor shall Death brag thou wander'st in his shade,"", 'When in eternal lines to time thou growest:', 'So long as men can breathe or eyes can see,', 'So long lives this and this gives life to thee. \r\n                        ', '\n']",Shakespeare
"['Зла и добра', ', painfully smart, face stomp?', ' ', 'Та ли пора', '? ', 'Милый Дамон', ', you look, ', 'на что ропщешь', '.', ' ', 'Против вины чьей', ', not shout, ', 'страсть обуяла', '?', ' ', 'Ты ли с жены тащишь в ночи часть одеяла', '?', ' ', 'Топчешь', ', shouting: ', '«Благо не печь', '. ', 'Благо не греет»', '.', ' ', 'Но без луча', ', ', 'что ни перечь', ', ', 'семя не зреет', '.', ' ', 'Пусто речешь', ': ', '«Плевел во ржи губит всю веру»', '.', ' ', 'В хлебе', ', ', 'что ешь', ', ', 'много ль', ', tell, ', 'видел плевелу', '?', ' ', '«Зло входит в честь разных времен', ': ', 'в наши и в оны»', '.', ' ', 'Видишь ли днесь', ', ', 'милый Дамон', ', ', 'злу Пантеоны', '?', ' ', '«Зло и добро парою рук часто сдается', '.', ' ', 'Деве равно все', ', ', 'что вокруг талии вьется', '.', ' ', 'Чую', ', confused, ', 'волю кружить птице двуглавой…»', ' ', 'Левой', ', ', 'Дамон', ', ', 'дел не свершить', ', ', 'сделанных правой', '.', ' ""So. ', 'Но в гробу', ', ', 'узком вельми', ', ', 'зреть себя нага', ',', ' ', 'бывши во лбу пядей семи', ', ', '— это ли благо', '?', ' ', 'Нынче стою', '. Tomorrow, ', 'пеняй', ', ', 'лягу колодой»', '.', ' ', 'Душу свою', ', friend, ', 'не равняй с милой природой', '!', 'Жизнь не медаль', ', ', 'видная нам словом и бюстом', '.', ' ', 'В жизни есть даль', ', ', 'близкая снам', ', ', 'чуждая чувствам', ' ', 'злым и благим', ', ', 'где ни ногой Бог и свобода', '.', ' ', 'Что до богинь', ', ', 'в деве нагой зрим антипода', '.', ' ', 'Кабы не так', ', ', 'были сейчас волками в стае', '.', ' ', 'Герб на пятак был бы у нас', ', ', 'решка — в Китае', '.', ' ', 'Сплющили б лоб', '. ', 'В бездну сошло б солнце Давида', '.', ' ', 'Был бы потоп', '. ', 'Брали бы в гроб аз алфавита', '.', ' fully, ', 'Дамон', '. ', 'Всюду свой рубь', ', ', 'свой иероглиф', '.', ' ', 'Царь Соломон зрением вглубь так ли уродлив', '?', ' ', 'Страсти не рать', ': ', 'сих областей в ночь не воруют', '.', ' ', 'Полно стирать грани страстей', '. ', 'Так не воюют', '.', ' ', 'Жизнь не медаль', '. ', 'Мир — не чекан двух оборотов', '.', ' ', 'В жизни есть даль', ', ', 'тянуща ан птиц желторотых', '.', ' It is seen, ', 'бежит грубых рамен маетность птичья', '.', ' ', 'Мудрый', ', ', 'как жид', ', ', 'милый Дамон', ', ', 'вот тебе притча', ':', ' ', 'Скраден сосуд', '. ', 'Ловит', ', you look, ', 'страж голодранца', '.', ' ', 'Вора спасут ноги', ', ', 'ты мнишь', '? ', 'Только пространство', '!', 'Тот же простор прячет благих Кесаря копий', ',', ' ', 'строит шатер', ', ', 'греет нагих', ', ', 'в ссадину корпий', ' ', 'кладет', ', ', 'как хлеб кладет в уста', ', ', 'потчуя сирот', '.', ' ', 'В овчий вертеп прячет Христа — хер тебе', ', ', 'Ирод', '.', ' ', 'Аз воздает', ': ', 'застит рабам перлы в короне', '.', ' ', 'Волю дает', ', ', 'дав по рогам', ', ', 'белой корове', '.', ' ', 'В землях и днях твердый рубеж царствию кладет', '.', ' ', 'В жадных песках', ', ', 'смерти промеж', ', ', 'делает кладезь', '.', ' ', 'Кесаря мощь копья о плащ нощи иступит', ',', ' ', 'воинству рощ', ', ', 'воинству чащ цифрой уступит', '.', ' ', 'Коль не пришит к месту', ', ', 'то жать стало ли уши', '?', ' ', 'Суша страшит — морем бежать можешь от суши', '.', ' ', 'Что есть длиной близко сравнить с пахотой Млечной', '?', ' ', 'К деве одной сердце стремить — что бесконечней', '?', ' ', 'Что не расчесть', ': ', 'матери ждать плод из утробы', ' longer, ', 'чем здесь грани стирать блага и злобы', '.', ' ', 'В грешной душе коль наторел в скорбну годину', ',', ' ', 'мнишь', ', ', 'что уже мир обозрел', '? ', 'Драхму едину', '.', 'Right, ', 'Дамон', ', ', 'зря ты сравнил', '. ', 'Вышло печально', '.', ' Friend, I convinced: ', 'ты возомнил сходство случайно', '.', ' ', 'Есть в рубеже смертном надрыв', ', ', 'страшно до дури', '.', ' ', 'Слабой душе смерть есть призыв к бегству к Натуре', '.', ' ', 'Так ли ты', ', ', 'мнил', ', ', 'будешь в гробу', '? ', 'Мнил', ': ', 'постоянство', '.', ' ', 'Ан получил злую судьбу', ': ', 'вечное странство', '.', ' ', 'Ищешь', ', I look, ', 'путь к рубежу с черного хода', '.', ' Friend, ', 'не сужу', '. ', 'Больше скажу', ': ', 'Бог — не природа', '.', ' Friend, ', 'не боись', '. ', 'Я не грожу', '. ', 'С миром рассорюсь', '.', ' ', 'Глядючи ввысь', ', ', 'больше скажу', ': ', 'Бог и не совесть', '.', ' ', 'Он — их творец', '. ', 'Ноне проверь', ', ', 'милый приятель', ',', ' ', 'кто нам', ': ', 'дворец — жизни пример — или создатель', '?', ' ', 'Выше ль глава день ото дня с перечня комнат', '?', ' ', 'Эти слова пусть от меня Кушнер запомнит', '.', ' Let be (', 'не вини', ': ', 'это не суд', ') ', 'помнят поющи', ':', ' ', 'в жизни есть дни', ', ', 'где не спасут честность и кущи', '.', ' ', 'Загнанный зверь статуй певца с цоколя сбросит', ',', ' for, believe me, ', 'нищи сердца с мертвого спросят', '.', 'Зла и добра', ', ', 'милый Дамон', ', face stomp?', ' ', 'Та ли пора', '? ', 'Больно умен', '. Look, ', 'на что ропщешь', '.', ' Then, ', 'что вчера дух веселя', ', ', 'ноне уж плохо', '?', ' ', 'Та ли пора', '? ', 'Та ли земля', '? ', 'Та ли эпоха', '?', ' Friend, ', 'не сочти этих словес «с пушки по мухам»', '.', ' ', 'Дело прочти — сказано есть', ': ', '«нищие духом', ' ', 'пьют благодать» — узрят', ', ', 'внемли', ', ', 'царство небесно', '.', ' ', 'Что ж отдавать им на земли царство любезно', '?', ' ', 'То ли не стыд', '? ', 'Ан отдаем', '. ', 'Благо', ', ', 'не пищей', '.', ' ', 'Так и плодит — кабы вдвоем', '! ', '— нищего нищий', '.', ' ', 'Пусто твердишь', ': ', '«Светоч и тьма — вроде два брата»', '.', ' ', 'Сам и плодишь', '. ', 'Резвость ума хуже разврата', '.', ' ', 'В том-то и суть', ': ', 'крепок орех — порчены зубы', '.', ' Do not blame: ', 'это и грех', '. ', 'Грех не прелюбы', '.', ' ', 'Спать не любя суть чепуха', '. ', 'Много мотиву', '.', ' ', 'Грех на себя', '. ', 'Нету греха ближних противу', '.', ' ', 'Скорбно ли есть душу терзать', '? ', 'Скорбно ли аще', ' ', 'грешную десть на душу взять', '? ', 'Сахару слаще', '.', 'Каяться мнишь', ', ', 'схиму принять', ', ', 'лбом да о паперть', '.', ' ', 'После глядишь', ', ', 'спереди гладь', ', ', 'белая скатерть', '.', ' ', 'Бога узрел', '! ', 'Сзади одна мелкая сошка', '.', ' In that, ', 'пострел', ', ', 'благость видна', '. ', 'Так и спасешься', '.', ' ', 'Тож кораблю в бурю канал нужен для бегства', '.', ' ', 'Сильно скорблю', ': ', 'Каин не знал этого средства', '.', ' ', 'Как ни греши', ', ', 'можно ухват счистить от сажи', '.', ' ', 'Выкуп души благом чреват', '. ', 'Драхма все та же', '!', ' fully, ', 'Дамон', ', ', 'что за тоска правда двуличья', '.', ' ', 'Я утомлен', '. ', 'Альфа людска — духа величье', '.', ' ', 'Дух — благодать тверди иной к горсточке праха', ',', ' ', 'дабы не знать в глине земной смертного страха', '.', ' ', 'Дух — это нить с небом связать глины уродство', ',', ' ', 'дабы лишить мест осязать наше сиротство', '.', ' ', 'Нитку порвешь оных щедрот — кайся на ветер', '.', ' ', 'Каяться то ж ждать', ', ', 'чтобы тот благом ответил', ',', ' ', 'коего аж', ', painfully smart, ', 'вытолкал в груди', '.', ' ', 'Много не дашь этим', ', ', 'Дамон', ', ', 'форы Иуде', '.', 'Где раздобыть', ', ', 'Муза-сестра', ', body, ', 'размером', ' ', 'могуще быть Зла и Добра в мире примером', '?', ' ', 'Сколь ни кружу взором своим всюду по свету', ',', ' ', 'все не слежу равного им в мире предмету', '.', ' ', 'Сиречь', ', ', 'сужу', ', ', 'мыслею длясь', ': ', 'здесь они сиры', '.', ' ', 'Больше скажу', ': ', 'грудью сойдясь', ', ', 'две этих Силы', ',', ' ', 'чужды побед', ', ', 'рубятся в прах', ', ', 'точно капуста', '.', ' ', 'Виктора нет', '. ', 'То-то и страх', ': ', 'главные чувства', ' ', 'в черной земле мертвы лежат в роще цветущей', '.', ' ', 'Молча вдали враны кружат жизни грядущей', '.', ' ', 'Умер пароль', ', ', 'ведший нас чрез часты тенета', '.', ' ', '«Льется отколь', ', ', 'полная слез', ', ', 'плачуща нота', '?', ' ', 'Чей там хорал в землю ведет часть превосходну', '?»', ' the, ', 'кто терял', ', ', 'тот и поет песню отходну', '.', ' ', 'Кто обладал', ', ', 'может поднять плач по урону', '.', ' ', '«Кто пострадал', '?', '» Разве понять это Дамону', '?', ' ', 'Царь во главе', ', ', 'можно простить', ', ', 'век не ночует', '.', ' ', 'Могущий две бездны вместить третью почует', '!', 'Пусто рядить', ', pound, ', 'правеж', '. ', 'Муза устала', '.', ' ', 'Все прекратить', '! ', 'Мне невтерпеж', '. ', 'Сердца не стало', '.', ' ', 'Спорщик мой где', '? ', 'В окнах ни зги', '. ', 'Пусто на кресле', '.', ' ', 'Дать по балде', ', ', 'чтобы мозги горлом полезли', '!', ' ', 'Силы ушли', '. ', 'Где мой Критон', '? ', 'Где ему деться', '?', ' I see: ', 'вдали к деве Дамон в спальню крадется', '.', ' ', 'Снег у крылец след порошит', '. ', 'Хитро устроил', '!', ' ', 'Бедный чернец', '. ', '«Плоть не грешит»', '. ', 'То и усвоил', '.', ' However, ', 'богат', '. ', 'Драхму язык держит прилежно', '.', ' ', 'То ль наугад к деве проник', ', ', 'действуя нежно', ',', ' ', 'то ли на дно Лоты глядит с борта корыты…', ' ', 'Вижу одно', ': ', 'с кем-то стоит', ', ', 'губы раскрыты', '.', ' ', 'Не разглядеть — дева', ', old man? ', '— в точности лика', '.', ' ', 'Что тут скорбеть', '? ', 'Вот и достиг сходства велика', '.', ' ', 'Вот тебе месть', ': ', 'сам разгляди сразу два зайца', '.', ' ', 'Тщишься расчесть', ', nice, podi, ', 'с кем оказался', '?', ' ', 'Действуй смелей', '! ', 'Больно умен', '. ', 'Вместо ответа', ':', ' ', 'стоят твоей драхмы', ', ', 'Дамон', ', ', 'дева и Лета', '.', 'Четверть листа', '. ', 'Свечи трещат', '. ', 'Тени перечут', '.', ' ', 'Смотрит звезда в полный ушат', '. ', 'Мыши щебечут', '.', ' ', 'Бросим перо', '. ', 'Хаять глупца — это ли доблесть', '?', ' ', 'Так ли хитро', '? ', 'Древня венца сим не сподоблюсь', '.', ' ', 'Образы', ', away! ', 'Чашу с вином', '! ', 'Чествуем древних', '.', ' ', 'Поздняя ночь', '. ', 'Снег за окном в виде деревьев', '.']",Brodsky
"['Поэты пушкинской поры', ',', ' ', 'ребята светские', ', ', 'страдальцы', ',', ' ', 'пока старательны пиры', ',', ' ', 'романы русские стандартны', 'fly, ', 'как лист календаря', ',', ' ', 'и как стаканы недопиты', ',', ' ', 'как жизни после декабря', ' ', 'так одинаково разбиты', '.', 'forests, forests, ', 'Балтийский лед', ',', ' ', 'неси помещиков обратно', '.', ' ', 'Печален', ', Jesus, ', 'их взлет', ',', ' ', 'паденье', ', it seems, ', 'печатно', '.', 'Oh, ', 'каламбур', '. ', 'Календари', ' ', 'все липнут к сердцу понемногу', ',', ' ', 'и смерть от родины вдали', ' ', 'приходит', '. so, thank God,', 'что ради выкрика в толпе', ' ', 'минувших лет', ', ', 'минувшей страсти', ' ', 'умолкла песня о себе', ' ', 'за треть столетия', '.', ' ', 'Но разве', 'о том заботились', ', ', 'любя', ',', ' ', 'о том пеклись вы', ', ', 'ненавидя', '?', ' Oh no, ', 'вы помнили себя', ' ', 'и поздно поняли', ', ', 'что выйдет', 'на медальоне новых лет', ' ', 'на фоне общего портрета', ',', ' ', 'но звонких уст поныне нет', ' ', 'на фотографиях столетья', '.', 'И та свобода хороша', ',', ' ', 'и той стесненности вы рады', '!', ' Look, ', 'как видела душа', ' ', 'одни великие утраты', '.', 'Well, ', 'вот и кончились года', ',', ' ', 'затем и прожитые вами', ',', ' ', 'чтоб наши чувства иногда', ' ', 'мы звали вашими словами', '.', 'Поэты пушкинской поры', ',', ' ', 'любимцы горестной столицы', ',', ' ', 'вот ваши светские дары', ',', ' ', 'ребята мертвые', ', ', 'счастливцы', '.', 'Вы уезжали за моря', ',', ' ', 'вы забывали про дуэли', ',', ' ', 'вы столько чувствовали зря', ',', ' ', 'что умирали', ', ', 'как умели', '.', '19 June 1961, ', 'Якутск']",Brodsky
"['Under a spreading elm, shepchushtim ""it-will-IIIe»,', ' turning this coffee shop into nowhere, in general', ' place is like any tree, be it elm', ' or alder - for the green is outliving you,', 'I, otherwise no one, all man, one', ' of, dried smear in one of the living pictures,', ' which time writes, dipping brush', ' for lack of, right, the best palette in jist,', ""I'm sitting, rustling newspaper, thinking, with which"", ' nature it is all written off? whose peace,', ' namelessness, addresslessness, form of nonexistence', ' we repeat in summer twilight - elm and I?']",Brodsky
"['The ditch goose, as a telescope,', ' and the bird in the clouds, like an eagle,', ' over periwinkle in the woods, like a halo,', ' forked cleft lip.', ' Make the colors bright balcony', ' and watered them with milk Make', ' sister or brother.', 'As well, we live together,', ' I - to dissolve in your voice,', ' you - to dissolve in the palm of my hand,', ' doors apart pretend,', ' ventriloquize,', ' miss,', ' silent when the thief,', ' Sunday church visit,', ' priest to meet', ' in detention.']",Brodsky
